"mailgrp" "appeal" "ward" "voted98" "mailings"
"26025" 0 1 16 0 0
"26026" 0 1 14 0 0
"26028" 1 3 6 1 3
"26029" 1 3 12 0 2
"26030" 0 3 6 1 0
"26031" 0 3 15 0 0
"26032" 0 1 15 0 0
"26034" 0 1 2 0 0
"26035" 0 3 7 0 0
"26036" 0 1 27 0 0
"26037" 0 1 14 0 0
"26038" 0 3 24 1 0
"26039" 0 1 29 1 0
"26040" 0 1 8 1 0
"26041" 1 3 14 0 1
"26042" 1 1 11 1 1
"26043" 1 3 11 1 3
"26044" 0 2 13 1 0
"26045" 0 3 27 1 0
"26046" 0 3 10 0 0
"26047" 1 1 10 0 1
"26048" 1 3 18 0 1
"26050" 0 3 6 1 0
"26051" 0 1 4 0 0
"26052" 0 2 17 0 0
"26055" 0 2 9 1 0
"26056" 0 3 18 0 0
"26057" 1 3 14 0 1
"26058" 1 1 10 1 3
"26059" 1 1 10 1 3
"26060" 0 2 12 1 0
"26061" 1 1 17 0 2
"26062" 0 1 24 0 0
"26063" 0 1 13 0 0
"26064" 0 1 7 0 0
"26065" 1 3 3 1 2
"26066" 0 1 16 0 0
"26068" 1 2 5 0 2
"26069" 1 3 5 0 1
"26072" 0 1 16 0 0
"26073" 0 2 12 0 0
"26074" 0 1 17 0 0
"26075" 1 3 17 0 1
"26076" 0 1 8 1 0
"26077" 1 1 18 0 1
"26078" 1 3 12 0 3
"26079" 1 1 15 0 2
"26081" 0 1 10 0 0
"26082" 0 3 30 0 0
"26083" 1 3 15 0 3
"26084" 1 1 4 0 1
"26085" 1 1 6 1 1
"26086" 1 1 30 1 1
"26087" 1 2 12 1 3
"26090" 0 3 3 0 0
"26091" 0 3 6 0 0
"26092" 0 1 14 1 0
"26093" 1 1 26 1 2
"26094" 0 2 15 0 0
"26096" 1 2 2 0 1
"26098" 0 3 9 0 0
"26099" 1 2 21 0 3
"26100" 1 2 26 0 2
"26101" 0 3 25 0 0
"26103" 1 2 29 1 3
"26104" 0 1 15 0 0
"26106" 0 1 28 1 0
"26107" 1 1 26 1 3
"26108" 1 1 26 0 1
"26109" 1 1 6 1 2
"26110" 0 1 6 1 0
"26111" 0 2 25 1 0
"26113" 0 2 6 0 0
"26114" 1 1 26 1 3
"26115" 0 3 11 0 0
"26117" 0 2 25 0 0
"26118" 0 2 9 0 0
"26119" 1 3 25 1 2
"26120" 0 3 2 1 0
"26121" 0 3 25 1 0
"26123" 0 2 10 0 0
"26124" 1 3 29 1 1
"26125" 1 3 6 0 1
"26126" 0 3 7 0 0
"26127" 1 2 6 1 1
"26128" 1 2 30 0 1
"26129" 0 1 23 0 0
"26131" 0 2 3 1 0
"26132" 1 2 22 0 1
"26133" 0 3 8 1 0
"26134" 0 2 17 1 0
"26135" 0 1 13 0 0
"26136" 1 1 8 1 3
"26137" 0 2 29 1 0
"26138" 0 2 9 1 0
"26139" 0 1 15 1 0
"26140" 0 3 19 1 0
"26141" 1 1 25 0 1
"26142" 1 1 27 0 3
"26143" 0 3 18 0 0
"26147" 1 3 14 1 3
"26148" 0 1 13 1 0
"26150" 1 2 8 0 1
"26151" 0 1 9 0 0
"26152" 0 2 27 0 0
"26154" 1 2 13 0 1
"26155" 0 2 3 1 0
"26156" 1 1 10 1 1
"26157" 1 1 18 1 3
"26158" 0 3 11 1 0
"26160" 0 1 29 1 0
"26161" 0 3 19 1 0
"26162" 0 3 13 1 0
"26163" 1 2 19 1 1
"26164" 0 2 2 0 0
"26168" 1 1 17 1 1
"26169" 0 2 25 0 0
"26170" 0 1 26 1 0
"26171" 0 1 17 0 0
"26173" 0 2 14 1 0
"26174" 0 1 26 1 0
"26176" 0 1 27 0 0
"26177" 0 1 6 0 0
"26178" 1 2 26 1 1
"26182" 0 2 26 0 0
"26183" 1 2 6 1 2
"26185" 0 2 24 1 0
"26186" 1 1 25 0 2
"26187" 1 1 24 1 2
"26188" 0 3 14 1 0
"26189" 0 3 11 1 0
"26190" 0 2 14 0 0
"26191" 0 3 16 0 0
"26192" 1 3 26 1 3
"26193" 0 3 7 0 0
"26194" 1 2 12 0 2
"26195" 0 1 7 1 0
"26196" 1 3 30 0 1
"26197" 0 3 9 0 0
"26198" 1 2 26 0 3
"26199" 1 3 2 0 3
"26200" 1 2 11 0 3
"26201" 0 1 14 0 0
"26202" 0 2 14 1 0
"26203" 0 1 17 0 0
"26204" 0 3 11 0 0
"26205" 1 2 11 1 3
"26207" 1 1 18 0 1
"26209" 0 2 17 0 0
"26210" 0 2 13 0 0
"26211" 0 2 16 0 0
"26212" 1 3 15 0 2
"26213" 0 1 26 0 0
"26214" 0 3 6 1 0
"26216" 1 2 13 0 1
"26217" 1 1 21 0 2
"26218" 0 1 30 0 0
"26219" 0 3 10 0 0
"26220" 0 3 18 1 0
"26221" 0 2 13 0 0
"26222" 0 2 11 1 0
"26223" 0 1 13 0 0
"26225" 0 2 17 0 0
"26226" 1 1 9 0 2
"26228" 0 1 12 1 0
"26229" 0 1 18 1 0
"26230" 0 3 9 1 0
"26232" 1 1 16 0 1
"26233" 1 3 22 0 1
"26234" 0 3 8 0 0
"26235" 1 3 22 1 3
"26236" 1 1 27 0 3
"26237" 0 1 11 1 0
"26238" 0 2 14 1 0
"26239" 0 2 4 1 0
"26240" 0 1 24 0 0
"26241" 1 2 11 1 3
"26244" 0 1 27 1 0
"26245" 1 3 27 1 1
"26246" 0 2 18 0 0
"26247" 0 2 18 1 0
"26248" 1 2 12 1 2
"26249" 0 1 14 1 0
"26250" 1 2 13 0 3
"26251" 0 1 13 1 0
"26252" 0 2 13 0 0
"26253" 1 1 26 1 1
"26254" 1 3 3 0 3
"26255" 1 1 12 1 2
"26256" 0 3 3 1 0
"26257" 0 2 25 1 0
"26258" 0 2 8 0 0
"26259" 1 3 12 1 1
"26260" 1 2 25 0 2
"26261" 0 2 11 1 0
"26262" 0 1 17 0 0
"26263" 1 2 13 1 1
"26264" 0 3 12 0 0
"26265" 0 3 9 0 0
"26266" 0 1 27 1 0
"26268" 0 3 18 0 0
"26269" 0 2 27 1 0
"26271" 1 2 18 1 2
"26272" 0 3 10 1 0
"26273" 0 2 8 0 0
"26274" 1 2 26 1 3
"26276" 0 1 16 0 0
"26277" 1 2 26 1 2
"26278" 1 2 25 1 1
"26279" 1 3 18 1 3
"26280" 0 2 7 0 0
"26281" 1 2 19 0 3
"26282" 1 3 25 1 3
"26284" 0 3 17 0 0
"26285" 1 3 10 1 1
"26286" 0 3 5 0 0
"26287" 1 1 18 0 2
"26288" 0 2 18 1 0
"26289" 0 2 28 0 0
"26290" 0 3 6 1 0
"26292" 0 3 29 1 0
"26293" 0 2 26 1 0
"26295" 0 2 14 1 0
"26296" 0 3 26 1 0
"26297" 0 2 9 0 0
"26298" 1 2 19 1 2
"26300" 1 3 14 0 2
"26301" 1 1 14 0 2
"26302" 0 3 29 1 0
"26303" 1 3 12 0 2
"26304" 1 1 11 1 1
"26306" 0 2 19 0 0
"26307" 0 2 13 0 0
"26310" 0 3 18 1 0
"26311" 1 1 9 0 1
"26312" 0 1 7 0 0
"26313" 0 1 19 0 0
"26314" 0 1 17 1 0
"26315" 0 1 26 0 0
"26316" 0 1 13 1 0
"26318" 0 1 10 1 0
"26319" 0 3 28 0 0
"26320" 0 2 26 0 0
"26321" 0 1 25 1 0
"26322" 1 2 12 0 3
"26323" 1 2 30 0 2
"26324" 0 2 18 1 0
"26325" 1 2 19 0 3
"26326" 1 1 23 1 1
"26327" 0 2 4 0 0
"26329" 1 1 15 0 1
"26330" 1 2 24 0 3
"26331" 0 3 9 0 0
"26332" 0 2 4 1 0
"26333" 1 2 15 0 2
"26334" 0 1 14 0 0
"26335" 0 1 27 0 0
"26336" 1 2 30 0 2
"26340" 0 3 8 1 0
"26344" 1 3 19 1 1
"26345" 0 1 6 0 0
"26346" 1 2 12 0 2
"26347" 1 1 8 0 1
"26348" 0 2 8 0 0
"26349" 1 2 18 1 1
"26350" 1 1 13 1 3
"26352" 0 3 11 1 0
"26353" 1 2 30 1 2
"26354" 1 3 23 0 2
"26355" 1 1 9 0 1
"26356" 0 1 5 0 0
"26357" 0 3 15 1 0
"26359" 1 1 4 1 3
"26361" 0 2 4 0 0
"26362" 0 1 13 0 0
"26364" 1 1 5 0 2
"26365" 0 2 6 1 0
"26366" 0 3 15 0 0
"26367" 1 3 14 0 1
"26369" 1 3 4 0 1
"26370" 0 1 4 0 0
"26371" 1 2 17 0 3
"26372" 0 2 14 1 0
"26373" 1 2 3 0 1
"26374" 1 2 8 1 3
"26375" 0 1 25 0 0
"26376" 1 2 23 1 2
"26378" 0 2 12 0 0
"26379" 1 3 22 0 1
"26381" 0 1 8 0 0
"26382" 1 1 10 1 1
"26383" 0 3 4 0 0
"26386" 0 2 4 0 0
"26387" 0 1 22 0 0
"26388" 0 3 6 0 0
"26389" 0 2 10 1 0
"26390" 0 1 11 1 0
"26392" 1 1 2 0 2
"26393" 0 2 13 1 0
"26394" 1 1 11 1 3
"26395" 0 2 2 1 0
"26397" 0 2 25 0 0
"26398" 0 3 9 1 0
"26399" 0 1 19 1 0
"26400" 1 3 9 0 3
"26401" 0 2 10 0 0
"26403" 0 2 25 0 0
"26404" 0 3 18 1 0
"26405" 0 2 15 0 0
"26406" 0 1 11 1 0
"26407" 0 2 10 1 0
"26408" 0 2 15 1 0
"26410" 1 1 18 0 1
"26411" 0 3 25 0 0
"26412" 1 1 11 0 2
"26413" 1 2 17 0 2
"26415" 0 1 21 0 0
"26416" 0 3 3 0 0
"26417" 0 2 6 1 0
"26419" 1 1 23 0 2
"26420" 0 2 7 0 0
"26422" 0 2 11 0 0
"26423" 0 3 15 0 0
"26424" 0 2 24 0 0
"26425" 0 2 4 0 0
"26427" 0 1 12 0 0
"26428" 0 3 5 1 0
"26429" 0 3 16 1 0
"26430" 0 2 28 0 0
"26431" 0 1 5 0 0
"26432" 1 2 3 1 2
"26435" 1 3 10 0 2
"26436" 0 3 12 0 0
"26437" 0 3 6 1 0
"26438" 1 1 25 0 1
"26439" 0 1 23 0 0
"26440" 1 2 17 0 3
"26441" 1 3 6 0 2
"26442" 1 1 15 0 3
"26443" 0 3 6 0 0
"26444" 1 3 18 1 3
"26445" 1 3 12 0 3
"26446" 1 3 5 0 2
"26447" 0 3 27 1 0
"26448" 0 2 5 0 0
"26449" 1 1 30 0 2
"26450" 1 1 16 1 2
"26451" 1 3 3 0 3
"26452" 1 2 5 1 1
"26453" 1 2 17 0 2
"26454" 1 2 15 1 3
"26455" 0 2 23 1 0
"26456" 0 2 4 1 0
"26457" 0 2 2 0 0
"26458" 1 3 3 0 2
"26459" 0 1 15 0 0
"26461" 1 3 12 0 3
"26462" 1 3 18 1 2
"26464" 0 1 11 1 0
"26465" 1 3 15 0 2
"26466" 0 3 2 0 0
"26467" 0 3 26 0 0
"26469" 0 2 17 0 0
"26470" 1 3 5 0 1
"26472" 1 1 4 0 1
"26473" 0 2 16 0 0
"26475" 0 3 2 1 0
"26476" 0 3 7 1 0
"26477" 0 2 10 1 0
"26479" 0 1 14 1 0
"26482" 0 1 6 0 0
"26483" 1 2 6 0 3
"26484" 0 1 10 1 0
"26485" 1 2 11 0 3
"26486" 1 1 19 0 3
"26487" 0 2 11 0 0
"26488" 1 2 26 1 3
"26489" 0 2 11 1 0
"26490" 0 3 11 1 0
"26491" 1 3 28 0 1
"26492" 0 1 24 1 0
"26493" 0 3 13 0 0
"26494" 0 3 7 1 0
"26496" 0 2 11 0 0
"26497" 1 1 17 0 2
"26498" 0 3 24 1 0
"26499" 1 2 26 1 2
"26500" 1 2 29 1 2
"26501" 0 1 26 1 0
"26502" 0 1 24 1 0
"26503" 0 1 28 1 0
"26504" 1 3 28 1 3
"26505" 0 2 13 0 0
"26507" 1 2 19 0 2
"26508" 1 3 21 1 2
"26510" 0 1 19 1 0
"26511" 0 3 2 1 0
"26512" 0 1 28 1 0
"26513" 1 1 19 0 3
"26514" 0 2 23 0 0
"26515" 0 2 14 1 0
"26516" 1 3 14 0 2
"26517" 0 2 23 0 0
"26518" 0 3 24 0 0
"26519" 1 1 22 1 2
"26520" 0 3 6 0 0
"26521" 0 1 22 0 0
"26522" 0 1 25 0 0
"26525" 0 3 14 0 0
"26526" 0 3 2 0 0
"26527" 0 1 27 1 0
"26528" 0 3 24 1 0
"26529" 1 1 11 0 2
"26530" 1 1 8 1 1
"26531" 1 3 12 0 1
"26532" 1 1 27 0 2
"26533" 0 2 27 1 0
"26534" 0 1 22 0 0
"26535" 0 1 18 1 0
"26536" 0 1 17 0 0
"26537" 1 1 18 1 2
"26538" 0 2 14 0 0
"26539" 1 1 18 0 2
"26540" 0 1 9 1 0
"26541" 0 2 17 0 0
"26542" 1 2 11 1 2
"26543" 1 2 8 0 1
"26545" 0 2 10 0 0
"26546" 0 2 11 1 0
"26547" 0 2 11 1 0
"26548" 0 1 18 0 0
"26549" 0 2 18 0 0
"26552" 1 3 9 1 1
"26553" 0 1 25 1 0
"26554" 0 1 25 0 0
"26555" 1 3 23 0 3
"26557" 0 1 2 0 0
"26558" 0 1 4 1 0
"26559" 1 2 25 0 3
"26560" 0 3 12 1 0
"26561" 1 2 12 1 3
"26564" 0 2 25 0 0
"26565" 1 1 30 1 1
"26566" 0 1 18 0 0
"26567" 0 1 13 0 0
"26570" 0 3 8 0 0
"26571" 0 2 14 1 0
"26572" 1 3 14 1 2
"26573" 1 3 11 1 3
"26574" 0 3 13 0 0
"26575" 0 3 13 0 0
"26576" 0 3 15 0 0
"26577" 1 2 15 1 2
"26579" 0 2 26 1 0
"26580" 0 3 19 0 0
"26581" 1 1 19 1 1
"26582" 0 1 25 0 0
"26583" 0 2 25 0 0
"26584" 0 2 2 0 0
"26585" 1 1 12 0 1
"26586" 0 2 12 1 0
"26587" 0 1 16 1 0
"26590" 1 1 9 0 1
"26591" 1 1 6 0 2
"26592" 0 3 26 1 0
"26593" 1 2 10 1 3
"26594" 1 2 26 1 1
"26596" 0 1 26 1 0
"26597" 1 3 10 1 2
"26600" 1 3 11 0 1
"26602" 0 1 11 1 0
"26604" 1 1 19 0 3
"26606" 0 1 24 1 0
"26607" 0 3 12 0 0
"26608" 0 3 27 0 0
"26609" 1 2 25 1 2
"26610" 0 3 25 1 0
"26612" 0 2 24 1 0
"26613" 0 3 17 0 0
"26614" 1 3 7 0 2
"26615" 1 1 9 0 3
"26616" 1 3 10 1 3
"26617" 1 1 7 0 1
"26618" 1 2 14 1 3
"26619" 0 1 9 1 0
"26620" 1 1 9 0 3
"26621" 0 1 25 1 0
"26622" 0 2 10 1 0
"26623" 1 3 23 0 2
"26624" 0 2 24 1 0
"26625" 0 2 6 1 0
"26626" 1 2 13 0 2
"26628" 0 1 8 0 0
"26629" 0 1 18 1 0
"26630" 0 2 23 0 0
"26631" 0 2 14 0 0
"26633" 1 2 13 0 1
"26634" 0 3 7 0 0
"26635" 0 1 13 1 0
"26636" 0 1 10 0 0
"26638" 1 3 25 1 3
"26639" 1 3 11 0 1
"26640" 0 2 28 1 0
"26641" 1 2 9 1 3
"26642" 0 2 6 1 0
"26644" 0 1 2 0 0
"26645" 1 1 27 1 2
"26646" 0 3 24 1 0
"26647" 0 3 6 0 0
"26648" 1 1 10 0 2
"26649" 1 3 9 0 1
"26650" 1 3 11 1 2
"26651" 0 3 10 1 0
"26652" 0 2 28 1 0
"26653" 0 3 18 1 0
"26656" 1 2 28 1 2
"26657" 0 2 22 1 0
"26658" 1 3 7 0 1
"26659" 1 1 29 1 1
"26660" 1 2 11 1 2
"26661" 1 3 6 0 2
"26663" 1 1 9 1 3
"26665" 0 1 22 1 0
"26666" 1 1 27 1 2
"26667" 1 1 25 1 3
"26668" 1 3 20 1 2
"26670" 0 1 15 0 0
"26671" 0 1 12 1 0
"26672" 0 2 29 1 0
"26673" 0 2 24 0 0
"26674" 0 2 27 1 0
"26676" 0 2 6 1 0
"26677" 1 3 30 1 1
"26678" 1 3 21 1 2
"26680" 0 1 6 1 0
"26681" 1 2 11 0 2
"26683" 0 1 21 0 0
"26685" 0 1 24 1 0
"26687" 0 2 27 0 0
"26688" 0 2 22 0 0
"26689" 0 3 9 0 0
"26690" 1 1 27 0 1
"26691" 1 2 15 0 2
"26692" 0 2 26 1 0
"26693" 0 1 4 0 0
"26694" 1 3 30 1 1
"26695" 0 1 7 1 0
"26696" 0 2 7 0 0
"26698" 0 2 27 0 0
"26699" 1 3 16 0 3
"26700" 0 1 16 0 0
"26701" 0 1 19 1 0
"26705" 1 2 15 0 1
"26706" 1 2 23 1 1
"26708" 1 2 28 1 3
"26709" 0 1 28 1 0
"26710" 0 3 4 0 0
"26711" 1 3 23 0 3
"26712" 0 1 3 0 0
"26713" 0 2 2 0 0
"26714" 0 3 19 0 0
"26715" 0 2 9 1 0
"26717" 0 2 27 0 0
"26718" 1 2 4 0 3
"26721" 0 2 20 0 0
"26722" 1 2 24 1 2
"26723" 0 3 20 0 0
"26725" 0 2 25 1 0
"26728" 1 1 12 1 1
"26730" 0 2 12 1 0
"26731" 0 3 12 1 0
"26733" 1 1 11 0 3
"26734" 0 2 5 0 0
"26735" 0 2 3 1 0
"26736" 0 3 10 0 0
"26738" 0 3 7 0 0
"26740" 0 3 10 0 0
"26741" 1 3 2 0 2
"26744" 0 3 17 1 0
"26746" 0 2 17 0 0
"26748" 0 2 30 0 0
"26749" 0 1 4 1 0
"26750" 0 3 8 1 0
"26751" 0 1 16 1 0
"26752" 0 1 21 1 0
"26753" 0 3 20 0 0
"26754" 1 2 20 0 1
"26755" 0 2 23 0 0
"26756" 1 1 20 1 1
"26757" 1 3 18 0 1
"26759" 1 2 13 0 2
"26760" 1 3 8 0 1
"26761" 1 1 20 0 3
"26762" 1 3 26 1 3
"26763" 1 2 12 1 1
"26764" 1 1 13 0 2
"26767" 0 3 6 1 0
"26768" 0 2 26 1 0
"26769" 0 3 6 0 0
"26770" 1 3 7 0 1
"26771" 0 3 17 0 0
"26772" 0 3 12 1 0
"26773" 0 1 18 0 0
"26774" 1 2 20 1 3
"26775" 1 2 19 1 2
"26776" 0 2 2 0 0
"26777" 0 1 29 1 0
"26779" 0 3 22 1 0
"26783" 0 1 11 0 0
"26785" 0 2 26 1 0
"26786" 0 2 7 1 0
"26787" 0 2 6 1 0
"26788" 0 1 28 1 0
"26789" 0 2 24 1 0
"26790" 1 1 27 0 2
"26791" 0 2 8 0 0
"26792" 0 1 28 0 0
"26794" 1 3 27 0 3
"26795" 0 2 29 0 0
"26796" 1 2 18 0 3
"26797" 0 3 9 0 0
"26798" 0 2 9 1 0
"26799" 1 2 20 0 1
"26800" 1 1 29 0 2
"26801" 0 1 20 1 0
"26802" 1 1 21 0 3
"26803" 0 3 11 1 0
"26804" 1 1 2 0 3
"26805" 1 3 24 1 1
"26806" 1 1 24 0 2
"26808" 0 1 15 0 0
"26809" 0 3 28 1 0
"26810" 1 1 14 1 3
"26813" 0 2 24 0 0
"26814" 1 3 12 0 3
"26815" 0 2 6 0 0
"26817" 0 1 30 1 0
"26818" 0 2 24 1 0
"26819" 1 2 25 1 1
"26822" 1 1 27 1 1
"26823" 1 2 11 1 2
"26825" 0 3 26 1 0
"26827" 1 1 26 0 3
"26828" 0 1 30 1 0
"26829" 1 2 28 0 3
"26830" 1 1 7 1 1
"26831" 0 3 3 1 0
"26832" 1 1 22 0 1
"26833" 0 3 28 1 0
"26834" 1 3 13 1 2
"26835" 0 1 26 1 0
"26836" 0 3 23 0 0
"26837" 1 2 21 1 1
"26838" 1 1 4 0 1
"26839" 1 2 12 1 3
"26841" 1 3 9 0 1
"26842" 0 2 25 1 0
"26843" 1 3 11 1 2
"26844" 0 2 6 1 0
"26845" 0 2 26 1 0
"26846" 1 2 25 0 3
"26847" 1 2 19 0 2
"26849" 1 2 12 0 2
"26850" 0 3 26 0 0
"26851" 1 3 8 0 2
"26852" 1 1 26 0 3
"26854" 1 1 29 1 2
"26855" 0 1 27 1 0
"26856" 0 3 9 0 0
"26857" 1 2 10 1 1
"26859" 1 1 11 1 2
"26860" 0 3 6 0 0
"26861" 1 2 12 1 2
"26864" 0 3 19 0 0
"26865" 0 1 7 0 0
"26866" 0 1 20 0 0
"26867" 0 3 13 0 0
"26868" 1 2 26 0 1
"26869" 0 1 6 0 0
"26870" 0 2 9 0 0
"26872" 0 2 27 0 0
"26873" 0 1 18 0 0
"26874" 1 3 9 1 2
"26875" 1 1 9 1 3
"26876" 1 3 28 1 3
"26877" 0 3 10 0 0
"26879" 0 3 15 1 0
"26880" 0 3 8 1 0
"26881" 0 3 8 1 0
"26882" 1 3 19 1 3
"26883" 1 2 17 0 3
"26886" 0 3 18 1 0
"26888" 0 1 7 0 0
"26889" 0 3 7 0 0
"26891" 1 1 27 1 3
"26892" 1 3 5 1 3
"26894" 0 1 14 0 0
"26895" 1 2 5 1 1
"26896" 0 2 7 0 0
"26897" 1 2 28 1 3
"26898" 0 3 23 1 0
"26899" 0 3 26 0 0
"26900" 1 1 25 1 3
"26901" 1 3 12 0 1
"26903" 1 3 26 1 2
"26904" 0 2 10 1 0
"26905" 1 3 6 0 3
"26906" 1 3 25 1 1
"26907" 1 2 7 1 3
"26908" 1 2 25 0 1
"26910" 1 2 13 1 1
"26911" 0 1 11 0 0
"26912" 0 2 14 1 0
"26913" 1 1 18 1 1
"26914" 0 2 10 1 0
"26915" 1 3 8 0 3
"26916" 1 2 11 1 1
"26918" 1 1 17 1 3
"26919" 1 3 18 1 1
"26920" 0 1 7 0 0
"26921" 1 3 3 0 2
"26922" 0 2 12 0 0
"26923" 1 1 27 0 1
"26924" 1 1 20 0 1
"26925" 0 1 28 0 0
"26926" 0 3 16 1 0
"26927" 1 1 24 0 1
"26928" 0 2 24 0 0
"26930" 1 2 23 0 2
"26931" 0 2 20 0 0
"26933" 1 3 21 0 1
"26934" 0 3 21 1 0
"26935" 0 1 30 0 0
"26936" 1 3 21 0 3
"26937" 0 2 19 1 0
"26938" 0 1 26 1 0
"26943" 1 2 28 0 2
"26944" 1 2 23 1 1
"26945" 1 3 21 1 2
"26946" 0 2 19 1 0
"26947" 1 1 10 1 3
"26948" 0 2 21 0 0
"26949" 1 2 21 1 3
"26950" 1 2 28 0 3
"26951" 0 2 13 0 0
"26952" 0 2 21 1 0
"26954" 1 2 9 0 2
"26955" 1 1 8 0 2
"26957" 1 3 19 0 1
"26958" 0 3 8 0 0
"26959" 1 1 29 0 1
"26960" 1 3 9 1 2
"26961" 0 3 12 1 0
"26962" 1 1 8 1 3
"26963" 1 2 5 0 1
"26964" 0 2 7 0 0
"26965" 1 3 24 0 1
"26966" 0 1 17 0 0
"26967" 0 1 22 0 0
"26968" 0 2 30 0 0
"26969" 0 2 22 0 0
"26970" 1 1 27 0 2
"26971" 0 3 6 0 0
"26972" 0 2 12 1 0
"26974" 0 2 25 1 0
"26975" 0 3 6 0 0
"26976" 0 3 12 0 0
"26978" 0 3 12 1 0
"26980" 1 2 27 1 1
"26981" 0 2 28 0 0
"26982" 1 3 2 0 1
"26983" 0 1 20 1 0
"26984" 0 1 30 1 0
"26985" 0 1 26 0 0
"26986" 0 2 6 1 0
"26987" 1 1 26 1 1
"26988" 1 1 29 0 2
"26989" 1 3 12 0 1
"26990" 1 2 11 1 1
"26991" 1 2 24 1 1
"26993" 1 3 4 0 2
"26994" 0 2 24 1 0
"26995" 0 3 13 1 0
"26996" 1 1 27 0 1
"26997" 0 1 18 1 0
"26998" 0 3 7 0 0
"27001" 0 3 8 0 0
"27002" 0 2 17 1 0
"27004" 1 1 20 1 1
"27005" 0 3 22 0 0
"27006" 0 1 12 1 0
"27007" 0 3 15 0 0
"27008" 0 2 27 0 0
"27009" 0 2 8 0 0
"27010" 1 1 22 0 1
"27011" 0 2 28 1 0
"27012" 1 2 2 0 3
"27013" 0 3 7 1 0
"27017" 1 2 3 1 1
"27019" 0 2 16 1 0
"27020" 0 2 21 0 0
"27021" 1 3 10 1 3
"27022" 0 2 22 0 0
"27023" 1 1 5 0 2
"27025" 0 1 17 0 0
"27026" 0 1 11 1 0
"27027" 0 1 6 0 0
"27028" 1 1 26 0 2
"27029" 0 1 27 0 0
"27030" 0 2 6 1 0
"27031" 0 2 11 1 0
"27032" 0 2 20 0 0
"27033" 0 3 18 1 0
"27034" 0 3 23 1 0
"27035" 1 1 22 0 3
"27038" 0 1 9 1 0
"27040" 1 3 23 1 1
"27041" 0 2 7 0 0
"27042" 0 3 24 1 0
"27046" 0 3 19 1 0
"27048" 0 3 3 0 0
"27049" 0 1 11 1 0
"27050" 1 1 26 0 3
"27051" 0 1 17 0 0
"27053" 0 1 2 1 0
"27054" 1 3 22 1 2
"27055" 1 1 10 0 3
"27056" 1 3 2 0 3
"27058" 0 3 5 0 0
"27059" 0 1 20 1 0
"27060" 1 1 16 1 3
"27061" 1 2 2 0 3
"27062" 0 2 2 0 0
"27065" 1 1 29 1 2
"27066" 0 3 24 1 0
"27067" 1 1 2 1 2
"27068" 0 1 27 1 0
"27070" 0 3 10 0 0
"27071" 1 2 22 0 2
"27072" 1 2 28 1 2
"27073" 0 1 22 0 0
"27075" 0 3 13 0 0
"27076" 1 2 27 1 3
"27077" 0 3 21 0 0
"27080" 1 3 18 0 2
"27082" 1 1 4 0 1
"27083" 0 3 30 1 0
"27085" 0 3 11 0 0
"27087" 1 2 20 1 2
"27089" 0 1 20 0 0
"27091" 1 2 10 1 1
"27092" 0 3 13 1 0
"27093" 1 1 14 1 1
"27095" 1 3 10 1 3
"27096" 1 2 12 1 2
"27098" 0 1 16 0 0
"27099" 0 2 7 1 0
"27100" 0 2 11 0 0
"27101" 1 2 15 0 1
"27102" 0 2 13 0 0
"27103" 1 3 22 1 2
"27104" 0 3 20 1 0
"27107" 0 1 14 0 0
"27109" 0 2 3 0 0
"27110" 1 2 2 0 2
"27111" 0 2 4 1 0
"27112" 0 2 14 0 0
"27113" 0 2 10 0 0
"27115" 0 2 19 0 0
"27116" 0 3 9 0 0
"27117" 1 3 29 1 3
"27118" 1 3 2 0 2
"27119" 0 1 22 0 0
"27120" 1 2 9 1 3
"27121" 1 3 22 1 2
"27122" 1 3 25 1 2
"27123" 1 1 11 0 1
"27126" 0 3 10 1 0
"27127" 1 1 18 0 3
"27128" 1 3 9 0 1
"27129" 1 1 14 0 2
"27130" 0 2 23 0 0
"27131" 1 1 28 0 2
"27132" 1 3 6 1 3
"27135" 0 1 8 0 0
"27136" 1 1 20 0 3
"27137" 0 3 10 0 0
"27138" 1 3 25 0 1
"27139" 0 2 23 0 0
"27140" 0 3 8 0 0
"27141" 1 1 5 0 1
"27142" 0 2 2 0 0
"27144" 0 2 7 1 0
"27145" 0 3 10 1 0
"27146" 0 3 18 1 0
"27149" 0 3 18 0 0
"27151" 0 1 22 1 0
"27152" 1 2 14 0 3
"27153" 0 3 25 1 0
"27154" 1 3 26 0 2
"27155" 0 2 25 0 0
"27156" 1 2 14 0 2
"27157" 0 1 14 0 0
"27158" 1 3 14 0 2
"27159" 0 1 7 0 0
"27160" 0 3 17 1 0
"27162" 0 2 5 0 0
"27163" 1 2 21 0 3
"27164" 0 2 9 1 0
"27165" 1 2 26 1 2
"27166" 0 2 8 1 0
"27167" 1 3 29 1 3
"27168" 1 3 10 0 2
"27169" 1 3 10 0 1
"27170" 0 1 10 1 0
"27171" 0 1 7 1 0
"27172" 1 1 21 0 1
"27173" 1 3 25 1 3
"27174" 1 3 17 1 1
"27176" 1 1 20 0 2
"27177" 0 3 3 1 0
"27178" 0 1 18 1 0
"27179" 0 1 26 1 0
"27180" 0 3 7 0 0
"27181" 0 3 10 1 0
"27183" 0 2 9 0 0
"27184" 0 1 15 0 0
"27185" 0 3 27 1 0
"27186" 1 1 18 1 2
"27187" 0 2 18 0 0
"27189" 0 1 19 0 0
